Table S9. Genome-wide gene and transposable-element differential expression in Col-0 after 24-h 37°C heat stress. Transposable-element-level results.																			
																			
TE ID	TE alias	TE name	Canonical ONSEN copy	Chromosome	Start	End	Strand	Length (bp)	Mean NS signal	Mean HS signal	Mean signal (all samples)	Descriptive log2FC (HS / NS)	Model log2 fold change (HS / NS)	log2FC SE	Test statistic	P value	BH-adjusted P value	Statistically tested after expression filtering	DE call
AT3TE57775	VANDAL16	AT3TE57775		3	14095973	14096114	-	142	0.166666666666667	0	0.0833333333333333	-0.415037499278844						False	NS
AT3TE57780	VANDAL7	AT3TE57780		3	14097290	14111363	+	14074	6	2	4	-1.37851162325373						False	NS
AT3TE57785	ATHILA6A	AT3TE57785		3	14098527	14100404	-	1878	1.5	0.666666666666667	1.08333333333333	-0.777607578663552						False	NS
AT3TE57830	HELITRON1	AT3TE57830		3	14111579	14112086	+	508	0	0	0	0						False	NS
AT3TE57835	ATLANTYS2	AT3TE57835		3	14113075	14115968	+	2894	0	0	0	0						False	NS
AT3TE57840	ATHILA	AT3TE57840		3	14114191	14114215	+	25	0	0	0	0						False	NS
AT3TE57845	ATHILA	AT3TE57845		3	14114216	14115699	+	1484	0	0	0	0						False	NS
AT3TE57850	TAT1_ATH	AT3TE57850		3	14115999	14116442	-	444	0	0	0	0						False	NS
AT3TE57855	ATHILA8B	AT3TE57855		3	14117422	14117624	-	203	0	0	0	0						False	NS
AT3TE57860	TAT1_ATH	AT3TE57860		3	14117625	14122624	-	5000	0	0	0	0						False	NS
AT3TE57865	ATHILA4	AT3TE57865		3	14118139	14118215	+	77	0	0	0	0						False	NS
AT3TE57870	ATHILA4B_LTR	AT3TE57870		3	14118216	14119439	+	1224	0	0	0	0						False	NS
AT3TE57875	ATHILA4C	AT3TE57875		3	14119440	14119516	+	77	0	0	0	0						False	NS
AT3TE57885	ATLANTYS1	AT3TE57885		3	14122674	14126337	-	3664	0	0	0	0						False	NS
AT3TE57890	ATLANTYS2	AT3TE57890		3	14123196	14123592	-	397	0	0	0	0						False	NS
AT3TE57900	ATGP10	AT3TE57900		3	14126783	14127043	-	261	0	0	0	0						False	NS
AT3TE57905	ATREP13	AT3TE57905		3	14127411	14127973	+	563	0	0	0	0						False	NS
AT3TE57910	ATHILA2	AT3TE57910		3	14128146	14128212	-	67	0	0	0	0						False	NS
AT3TE57915	ATHILA6B	AT3TE57915		3	14128772	14128817	+	46	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT3TE57920	ATHILA2	AT3TE57920		3	14128819	14131599	+	2781	0	0.583333333333333	0.291666666666667	1.11547721741994						False	NS
AT3TE57925	ATHILA6B	AT3TE57925		3	14131600	14131689	+	90	0	0	0	0						False	NS
AT3TE57930	ATHILA6B	AT3TE57930		3	14131690	14132041	+	352	0	0	0	0						False	NS
AT3TE57935	VANDAL7	AT3TE57935		3	14133047	14138184	+	5138	0.166666666666667	0	0.0833333333333333	-0.415037499278844						False	NS
AT3TE57940	ATHILA	AT3TE57940		3	14138245	14139567	-	1323	0	0	0	0						False	NS
AT3TE57945	ATHILA	AT3TE57945		3	14139568	14139592	-	25	0	0	0	0						False	NS
AT3TE57950	ATLANTYS2	AT3TE57950		3	14139593	14139850	-	258	0	0	0	0						False	NS
AT3TE57955	TAT1_ATH	AT3TE57955		3	14140026	14140239	-	214	0	0	0	0						False	NS
AT3TE57960	ATHILA4	AT3TE57960		3	14140241	14140316	+	76	0	0	0	0						False	NS
AT3TE57965	ATHILA4B_LTR	AT3TE57965		3	14140317	14141529	+	1213	0	0	0	0						False	NS
AT3TE57970	ATLANTYS1	AT3TE57970		3	14141693	14141926	-	234	0	0	0	0						False	NS
AT3TE57975	ATGP10	AT3TE57975		3	14142372	14142632	-	261	0	0	0	0						False	NS
AT3TE57980	ATREP13	AT3TE57980		3	14143000	14143562	+	563	0	0	0	0						False	NS
AT3TE57985	ATHILA2	AT3TE57985		3	14143735	14143801	-	67	0	0	0	0						False	NS
AT3TE57990	ATHILA6B	AT3TE57990		3	14144361	14144406	+	46	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT3TE57995	ATHILA2	AT3TE57995		3	14144408	14147188	+	2781	0	0.583333333333333	0.291666666666667	1.11547721741994						False	NS
AT3TE58000	ATHILA6B	AT3TE58000		3	14147189	14147242	+	54	0	0	0	0						False	NS
AT3TE58005	ATHILA0_I	AT3TE58005		3	14147243	14147278	+	36	0	0	0	0						False	NS
AT3TE58010	ATHILA6B	AT3TE58010		3	14147279	14151360	+	4082	0	0	0	0						False	NS
AT3TE58015	ATHILA6A	AT3TE58015		3	14151361	14151417	+	57	0	0	0	0						False	NS
AT3TE58020	ATHILA2	AT3TE58020		3	14151420	14157497	+	6078	0	43.2233333333333	21.6116666666667	6.45033148675157	6.6628031849159	0.18916934187863	35.2213689530659	5.80937669111663e-09	9.99936208336619e-08	True	Up
AT3TE58025	ATREP13	AT3TE58025		3	14157948	14158058	+	111	0	0	0	0						False	NS
AT3TE58030	ATGP10	AT3TE58030		3	14158173	14158856	-	684	0	0	0	0						False	NS
AT3TE58035	ATHILA2	AT3TE58035		3	14159190	14159220	+	31	0	0	0	0						False	NS
AT3TE58040	ATHILA2	AT3TE58040		3	14159221	14159681	+	461	0	0	0	0						False	NS
AT3TE58045	ATGP2	AT3TE58045		3	14159684	14159736	-	53	0	0	0	0						False	NS
AT3TE58050	ATGP2	AT3TE58050		3	14159737	14165712	-	5976	0	0	0	0						False	NS
AT3TE58055	ATHILA2	AT3TE58055		3	14165713	14167036	+	1324	0	0	0	0						False	NS
AT3TE58060	ATHILA2	AT3TE58060		3	14167037	14167061	+	25	0	0	0	0						False	NS
AT3TE58065	ATHILA4	AT3TE58065		3	14167162	14168770	+	1609	0	0	0	0						False	NS
AT3TE58070	ATLANTYS3	AT3TE58070		3	14168771	14168911	-	141	0	0	0	0						False	NS
AT3TE58075	ATHILA3	AT3TE58075		3	14168912	14169865	+	954	0	0	0	0						False	NS
AT3TE58080	ATHILA4	AT3TE58080		3	14169886	14170229	+	344	0	0	0	0						False	NS
AT3TE58085	ATLINE2	AT3TE58085		3	14170251	14170698	-	448	0	0	0	0						False	NS
AT3TE58090	ATENSPM6	AT3TE58090		3	14170703	14172229	-	1527	0	0	0	0						False	NS
AT3TE58095	ATDNA12T3_2	AT3TE58095		3	14172243	14172305	+	63	0	0	0	0						False	NS
AT3TE58100	ATDNA12T3_2	AT3TE58100		3	14172727	14172790	+	64	0	0	0	0						False	NS
AT3TE58105	ATDNA12T3_2	AT3TE58105		3	14173213	14173276	+	64	0	0	0	0						False	NS
AT3TE58110	ATDNA12T3_2	AT3TE58110		3	14174031	14174094	-	64	0	0	0	0						False	NS
AT3TE58115	ATDNA12T3_2	AT3TE58115		3	14174534	14175084	-	551	0	0	0	0						False	NS
AT3TE58120	ATDNA12T3_2	AT3TE58120		3	14175527	14176096	-	570	0	0	0	0						False	NS
AT3TE58125	ATDNA12T3_2	AT3TE58125		3	14176520	14177086	-	567	0	0	0	0						False	NS
AT3TE58130	ATDNA12T3_2	AT3TE58130		3	14177510	14177573	-	64	0	0	0	0						False	NS
AT3TE58135	ATDNA12T3_2	AT3TE58135		3	14178500	14179059	-	560	0	0	0	0						False	NS
AT3TE58140	ATDNA12T3_2	AT3TE58140		3	14179497	14179560	-	64	0	0	0	0						False	NS
AT3TE58145	ATDNA12T3_2	AT3TE58145		3	14179984	14180047	-	64	0	0	0	0						False	NS
AT3TE58150	ATDNA12T3_2	AT3TE58150		3	14180471	14180534	-	64	0	0	0	0						False	NS
AT3TE58155	ATDNA12T3_2	AT3TE58155		3	14180975	14181038	-	64	0	0	0	0						False	NS
AT3TE58160	ATDNA12T3_2	AT3TE58160		3	14181462	14181525	-	64	0	0	0	0						False	NS
AT3TE58165	ATDNA12T3_2	AT3TE58165		3	14181968	14182031	-	64	0	0	0	0						False	NS
AT3TE58170	ATDNA12T3_2	AT3TE58170		3	14182456	14182525	-	70	0	0	0	0						False	NS
AT3TE58175	ATDNA12T3_2	AT3TE58175		3	14182952	14183015	-	64	0	0	0	0						False	NS
AT3TE58180	ATDNA12T3_2	AT3TE58180		3	14183453	14183516	-	64	0	0	0	0						False	NS
AT3TE58185	ATDNA12T3_2	AT3TE58185		3	14184249	14184312	-	64	0	0	0	0						False	NS
AT3TE58190	ATDNA12T3_2	AT3TE58190		3	14184729	14184799	-	71	0	0	0	0						False	NS
AT3TE58195	ATDNA12T3_2	AT3TE58195		3	14185242	14185305	-	64	0	0	0	0						False	NS
AT3TE58200	ATDNA12T3_2	AT3TE58200		3	14185740	14185811	-	72	0	0	0	0						False	NS
AT3TE58205	ATDNA12T3_2	AT3TE58205		3	14186235	14186298	-	64	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE58210	ATDNA12T3_2	AT3TE58210		3	14186732	14186803	-	72	0	0	0	0						False	NS
AT3TE58215	ATDNA12T3_2	AT3TE58215		3	14187227	14187290	-	64	0	0	0	0						False	NS
AT3TE58220	ATDNA12T3_2	AT3TE58220		3	14187730	14187793	-	64	0	0	0	0						False	NS
AT3TE58225	ATDNA12T3_2	AT3TE58225		3	14188311	14188374	+	64	0	0	0	0						False	NS
AT3TE58230	ATDNA12T3_2	AT3TE58230		3	14188817	14188880	+	64	0	0	0	0						False	NS
AT3TE58235	ATDNA12T3_2	AT3TE58235		3	14189321	14189384	+	64	0	0	0	0						False	NS
AT3TE58240	ATDNA12T3_2	AT3TE58240		3	14189707	14189768	+	62	0	0	0	0						False	NS
AT3TE58245	ATDNA12T3_2	AT3TE58245		3	14190196	14190259	+	64	0	0	0	0						False	NS
AT3TE58250	ATDNA12T3_2	AT3TE58250		3	14190700	14190763	+	64	0	0	0	0						False	NS
AT3TE58255	ATDNA12T3_2	AT3TE58255		3	14191187	14191250	+	64	0	0	0	0						False	NS
AT3TE58310	ATDNA12T3_2	AT3TE58310		3	14205307	14205378	+	72	0	0	0	0						False	NS
AT3TE58315	ATDNA12T3_2	AT3TE58315		3	14205813	14205876	+	64	0	0	0	0						False	NS
AT3TE58320	ATDNA12T3_2	AT3TE58320		3	14206319	14206389	+	71	0	0	0	0						False	NS
AT3TE58325	ATDNA12T3_2	AT3TE58325		3	14206822	14206885	+	64	0	0	0	0						False	NS
AT3TE58330	ATDNA12T3_2	AT3TE58330		3	14207326	14207389	+	64	0	0	0	0						False	NS
AT3TE58335	ATDNA12T3_2	AT3TE58335		3	14207831	14207894	+	64	0	0	0	0						False	NS
AT3TE58340	ATDNA12T3_2	AT3TE58340		3	14208338	14208401	+	64	0	0	0	0						False	NS
AT3TE58345	ATDNA12T3_2	AT3TE58345		3	14208825	14208888	+	64	0	0	0	0						False	NS
AT3TE58350	ATDNA12T3_2	AT3TE58350		3	14210114	14210177	+	64	0	0	0	0						False	NS
AT3TE58355	ATDNA12T3_2	AT3TE58355		3	14210622	14210687	+	66	0	0	0	0						False	NS
AT3TE58360	ATDNA12T3_2	AT3TE58360		3	14211130	14211192	+	63	0	0	0	0						False	NS
AT3TE58365	ATDNA12T3_2	AT3TE58365		3	14211635	14211697	+	63	0	0	0	0						False	NS
AT3TE58370	ATDNA12T3_2	AT3TE58370		3	14212144	14212206	+	63	0	0	0	0						False	NS
AT3TE58375	ATDNA12T3_2	AT3TE58375		3	14212652	14212715	+	64	0	0	0	0						False	NS
AT3TE58380	ATDNA12T3_2	AT3TE58380		3	14213158	14213221	+	64	0	0	0	0						False	NS
AT3TE58385	ATDNA12T3_2	AT3TE58385		3	14213666	14213728	+	63	0	0	0	0						False	NS
AT3TE58390	ATDNA12T3_2	AT3TE58390		3	14214174	14214244	+	71	0	0	0	0						False	NS
AT3TE58395	ATDNA12T3_2	AT3TE58395		3	14214680	14214743	+	64	0	0	0	0						False	NS
AT3TE58400	ATDNA12T3_2	AT3TE58400		3	14215188	14215250	+	63	0	0	0	0						False	NS
AT3TE58405	ATDNA12T3_2	AT3TE58405		3	14215694	14215769	+	76	0	0	0	0						False	NS
AT3TE58410	ATDNA12T3_2	AT3TE58410		3	14216196	14216253	+	58	0	0	0	0						False	NS
AT3TE58415	ATDNA12T3_2	AT3TE58415		3	14216703	14216773	+	71	0	0	0	0						False	NS
AT3TE58420	ATDNA12T3_2	AT3TE58420		3	14217684	14217753	+	70	0	0	0	0						False	NS
AT3TE58425	ATDNA12T3_2	AT3TE58425		3	14218180	14218243	+	64	0	0	0	0						False	NS
AT3TE58430	ATDNA12T3_2	AT3TE58430		3	14218688	14218750	+	63	0	0	0	0						False	NS
AT3TE58435	ATDNA12T3_2	AT3TE58435		3	14219194	14219257	+	64	0	0	0	0						False	NS
AT3TE58440	ATDNA12T3_2	AT3TE58440		3	14219693	14219750	+	58	0	0	0	0						False	NS
AT3TE58445	ATDNA12T3_2	AT3TE58445		3	14220201	14220263	+	63	0	0	0	0						False	NS
AT3TE58450	ATDNA12T3_2	AT3TE58450		3	14220708	14220766	+	59	0	0	0	0						False	NS
AT3TE58455	ATDNA12T3_2	AT3TE58455		3	14221211	14221274	+	64	0	0	0	0						False	NS
AT3TE58460	ATDNA12T3_2	AT3TE58460		3	14221716	14221773	+	58	0	0	0	0						False	NS
AT3TE58465	ATDNA12T3_2	AT3TE58465		3	14222224	14222286	+	63	0	0	0	0						False	NS
AT3TE58470	ATDNA12T3_2	AT3TE58470		3	14222732	14222790	+	59	0	0	0	0						False	NS
AT3TE58475	ATDNA12T3_2	AT3TE58475		3	14223235	14223298	+	64	0	0	0	0						False	NS
AT3TE58480	ATDNA12T3_2	AT3TE58480		3	14223736	14223799	+	64	0	0	0	0						False	NS
AT3TE58485	ATDNA12T3_2	AT3TE58485		3	14224240	14224303	+	64	0	0	0	0						False	NS
AT3TE58490	ATDNA12T3_2	AT3TE58490		3	14224749	14224811	+	63	0	0	0	0						False	NS
AT3TE58495	ATHILA	AT3TE58495		3	14225156	14226651	-	1496	0	39.0533333333333	19.5266666666667	6.30572737696411						False	NS
AT3TE58500	ATHILA	AT3TE58500		3	14226652	14226685	-	34	0	1.38666666666667	0.693333333333333	1.915839552336						False	NS
AT3TE58505	ATHILA6A	AT3TE58505		3	14226686	14226726	-	41	0	0.886666666666667	0.443333333333333	1.47162102764521						False	NS
AT3TE58530	VANDAL21	AT3TE58530		3	14233434	14234124	+	691	0	0	0	0						False	NS
AT3TE58535	ATENSPM2	AT3TE58535		3	14234128	14234517	+	390	0	0	0	0						False	NS
AT3TE58540	HELITRONY1A	AT3TE58540		3	14234518	14235020	-	503	0	0	0	0						False	NS
AT3TE58545	HELITRONY1B	AT3TE58545		3	14235023	14235051	-	29	0	0	0	0						False	NS
AT3TE58550	TAT1_ATH	AT3TE58550		3	14236014	14236626	+	613	0	0	0	0						False	NS
AT3TE58555	ATLANTYS2	AT3TE58555		3	14237149	14237573	+	425	0	0	0	0						False	NS
AT3TE58560	ATLANTYS1	AT3TE58560		3	14237710	14242634	+	4925	264.666666666667	430	347.333333333333	0.699113807786952	0.906478958602017	0.126746145458289	7.15192525440811	0.000210497145485015	0.000654222637076949	True	NS
AT3TE58565	ATENSPM11	AT3TE58565		3	14240635	14241210	+	576	70.3333333333333	104.333333333333	87.3333333333333	0.565597175854225	0.763341438997889	0.207495492956613	3.67883382969433	0.00826077098770518	0.0153864183024544	True	NS
AT3TE58570	ATHILA4C	AT3TE58570		3	14242653	14245161	+	2509	0	0	0	0						False	NS
AT3TE58575	ATLANTYS3	AT3TE58575		3	14246673	14247893	+	1221	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE58580	ATLANTYS1	AT3TE58580		3	14247894	14250379	+	2486	0	0	0	0						False	NS
AT3TE58585	ATLANTYS2	AT3TE58585		3	14250633	14250894	+	262	0	0	0	0						False	NS
AT3TE58590	ATLANTYS3	AT3TE58590		3	14250895	14251358	+	464	0	0	0	0						False	NS
AT3TE58595	ATLANTYS3	AT3TE58595		3	14253288	14253516	+	229	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT3TE58600	ATDNAI27T9C	AT3TE58600		3	14254382	14254544	+	163	0	0	0	0						False	NS
AT3TE58605	ATHILA4C	AT3TE58605		3	14255661	14260360	+	4700	0	0	0	0						False	NS
AT3TE58610	ATHILA3	AT3TE58610		3	14260361	14261508	+	1148	0	0	0	0						False	NS
AT3TE58615	ATHILA6A	AT3TE58615		3	14261509	14261688	+	180	0	0	0	0						False	NS
AT3TE58620	ATHILA5	AT3TE58620		3	14261689	14263320	+	1632	0	0	0	0						False	NS
AT3TE58625	ATHILA5	AT3TE58625		3	14263321	14263420	+	100	0	0	0	0						False	NS
AT3TE58630	ATHILA3	AT3TE58630		3	14263421	14266771	+	3351	0	0	0	0						False	NS
AT3TE58635	ATENSPM10	AT3TE58635		3	14266782	14270211	-	3430	0	0	0	0						False	NS
AT3TE58640	ATENSPM2	AT3TE58640		3	14270212	14270238	-	27	0	0	0	0						False	NS
AT3TE58645	ATENSPM6	AT3TE58645		3	14270239	14271963	-	1725	0	0	0	0						False	NS
AT3TE58650	ATREP10A	AT3TE58650		3	14272595	14272907	+	313	0	0	0	0						False	NS
AT3TE58655	HELITRON5	AT3TE58655		3	14272908	14285452	-	12545	0	2.33333333333333	1.16666666666667	2.50250034052918						False	NS
AT3TE58660	ATREP10B	AT3TE58660		3	14285453	14286998	+	1546	0	0	0	0						False	NS
AT3TE58665	HELITRONY1E	AT3TE58665		3	14286999	14287089	-	91	0	0	0	0						False	NS
AT3TE58670	ATDNA2T9A	AT3TE58670		3	14287949	14288129	+	181	0	0	0	0						False	NS
AT3TE58675	ATREP11	AT3TE58675		3	14289454	14289931	+	478	0	0	0	0						False	NS
AT3TE58680	ATREP5	AT3TE58680		3	14289932	14290270	+	339	0	0	0	0						False	NS
AT3TE58685	TA11	AT3TE58685		3	14291490	14291662	-	173	0	0	0	0						False	NS
AT3TE58690	ATLINE1_5	AT3TE58690		3	14291663	14293006	-	1344	0	0	0	0						False	NS
AT3TE58695	ATLINE1_6	AT3TE58695		3	14293007	14293041	-	35	0	0	0	0						False	NS
AT3TE58700	TA11	AT3TE58700		3	14293262	14294316	-	1055	0	0	0	0						False	NS
AT3TE58705	ATHILA4	AT3TE58705		3	14294386	14294413	+	28	0	0	0	0						False	NS
AT3TE58710	ATHILA4A	AT3TE58710		3	14294414	14295696	+	1283	0	0	0	0						False	NS
AT3TE58715	ATHILA4	AT3TE58715		3	14295697	14295719	+	23	0	0	0	0						False	NS
AT3TE58720	ATHILA4A	AT3TE58720		3	14295720	14297040	+	1321	0	0	0	0						False	NS
AT3TE58725	ATREP8	AT3TE58725		3	14297041	14297867	-	827	0	0	0	0						False	NS
AT3TE58730	ATDNAI27T9A	AT3TE58730		3	14297868	14299603	-	1736	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT3TE58735	LIMPET1	AT3TE58735		3	14298576	14299233	-	658	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT3TE58740	ATREP8	AT3TE58740		3	14299604	14299841	-	238	0	0	0	0						False	NS
AT3TE58745	ATHILA4A	AT3TE58745		3	14299842	14302007	+	2166	0	0	0	0						False	NS
AT3TE58750	ATREP5	AT3TE58750		3	14303279	14303588	+	310	0	0	0	0						False	NS
AT3TE58755	ATREP11	AT3TE58755		3	14303589	14303644	+	56	0	0	0	0						False	NS
AT3TE58760	META1	AT3TE58760		3	14304781	14305015	+	235	0	0	0	0						False	NS
AT3TE58765	ATDNAI27T9A	AT3TE58765		3	14305016	14305331	+	316	0	0	0	0						False	NS
AT3TE58770	LIMPET1	AT3TE58770		3	14305428	14305454	+	27	0	0	0	0						False	NS
AT3TE58775	LIMPET1	AT3TE58775		3	14305455	14306244	+	790	0	0	0	0						False	NS
AT3TE58780	HELITRONY3	AT3TE58780		3	14306245	14307488	+	1244	0	0	0	0						False	NS
AT3TE58785	ARNOLDY1	AT3TE58785		3	14307489	14307551	+	63	0	0	0	0						False	NS
AT3TE58800	META1	AT3TE58800		3	14313091	14313174	+	84	0	0	0	0						False	NS
AT3TE58810	ATREP4	AT3TE58810		3	14315627	14316373	-	747	0	0	0	0						False	NS
AT3TE58815	ATHAT1	AT3TE58815		3	14317189	14317943	-	755	0	0	0	0						False	NS
AT3TE58820	ATHAT1	AT3TE58820		3	14318268	14318453	-	186	0	0	0	0						False	NS
AT3TE58825	HELITRONY1B	AT3TE58825		3	14319635	14319800	-	166	0	0	0	0						False	NS
AT3TE58830	ATREP5	AT3TE58830		3	14319801	14319826	-	26	0	0	0	0						False	NS
AT3TE58835	ATREP11	AT3TE58835		3	14319827	14320766	+	940	0	0	0	0						False	NS
AT3TE58840	ATREP11	AT3TE58840		3	14320767	14320788	+	22	0	0	0	0						False	NS
AT3TE58845	ATREP5	AT3TE58845		3	14320789	14320851	+	63	0	0	0	0						False	NS
AT3TE58855	ATHAT3	AT3TE58855		3	14323641	14323776	+	136	433.333333333333	158.666666666667	296	-1.446602673481	-1.25383878467736	0.165291577102827	-7.58561813405262	0.000146678037297287	0.000480016442930842	True	Down
AT3TE58860	TNAT1A	AT3TE58860		3	14325569	14326312	-	744	4	1.33333333333333	2.66666666666667	-1.29545588352617						False	NS
AT3TE58865	TNAT1A	AT3TE58865		3	14326313	14326418	-	106	1.83333333333333	0	0.916666666666667	-2.22239242133645						False	NS
AT3TE58870	HELITRONY1D	AT3TE58870		3	14327320	14327919	-	600	26.1666666666667	6.33333333333333	16.25	-1.96437609026928	-2.56624756089319	1.35549909107652	-1.8932123066605	0.101361636785162	0.14035252393906	True	NS
AT3TE58875	ATCOPIA80	AT3TE58875		3	14329864	14334154	+	4291	1.33333333333333	0	0.666666666666667	-1.87446911791614						False	NS
AT3TE58880	ATCOPIA95	AT3TE58880		3	14334966	14335303	+	338	0	0	0	0						False	NS
AT3TE58885	ATHILA4D_LTR	AT3TE58885		3	14336494	14336546	-	53	0	0	0	0						False	NS
AT3TE58890	ATHILA4	AT3TE58890		3	14336547	14336987	-	441	0	0	0	0						False	NS
AT3TE58895	ATHILA0_I	AT3TE58895		3	14336990	14352445	+	15456	0	12.8333333333333	6.41666666666667	4.73696559416621						False	NS
AT3TE58900	ATDNA12T3A	AT3TE58900		3	14348303	14350633	+	2331	0	2.16666666666667	1.08333333333333	2.41503749927884						False	NS
AT3TE58905	ATHILA3	AT3TE58905		3	14352446	14352517	+	72	0	0	0	0						False	NS
AT3TE58910	ATCOPIA49	AT3TE58910		3	14352815	14352842	-	28	0	0	0	0						False	NS
AT3TE58915	ATCOPIA69	AT3TE58915		3	14352843	14353591	-	749	0	0	0	0						False	NS
AT3TE58920	ATCOPIA95	AT3TE58920		3	14353592	14355335	-	1744	0	0	0	0						False	NS
AT3TE58925	ATCOPIA95	AT3TE58925		3	14356040	14356096	-	57	0.333333333333333	3.5	1.91666666666667	2.26303440583379						False	NS
AT3TE58930	ATCOPIA95	AT3TE58930		3	14356097	14359969	-	3873	0.333333333333333	15.8333333333333	8.08333333333333	4.29278174922785						False	NS
AT3TE58935	ATGP8	AT3TE58935		3	14361403	14362039	+	637	0	1.33333333333333	0.666666666666667	1.87446911791614						False	NS
AT3TE58940	ATCOPIA95	AT3TE58940		3	14362155	14362618	-	464	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT3TE58945	ARNOLD1	AT3TE58945		3	14362671	14362697	+	27	0	0	0	0						False	NS
AT3TE58950	ATREP10D	AT3TE58950		3	14362698	14362876	-	179	0	0	0	0						False	NS
AT3TE58955	ATREP15	AT3TE58955		3	14362877	14364471	+	1595	0	0	0	0						False	NS
AT3TE58960	VANDAL10	AT3TE58960		3	14365788	14378082	-	12295	0	0	0	0						False	NS
AT3TE58965	HELITRONY1B	AT3TE58965		3	14378083	14378724	+	642	0	0	0	0						False	NS
AT3TE58970	ATCOPIA95	AT3TE58970		3	14379638	14380048	+	411	0	0	0	0						False	NS
AT3TE58975	ATENSPM10	AT3TE58975		3	14380051	14387370	-	7320	0	0	0	0						False	NS
AT3TE58980	ATENSPM7	AT3TE58980		3	14380444	14380569	-	126	0	0	0	0						False	NS
AT3TE58990	ATENSPM11	AT3TE58990		3	14385015	14385155	-	141	0	0	0	0						False	NS
AT3TE58995	ATENSPM10	AT3TE58995		3	14385156	14387101	-	1946	0	0	0	0						False	NS
AT3TE59000	ATENSPM10	AT3TE59000		3	14387371	14387413	-	43	0	0	0	0						False	NS
AT3TE59005	ATCOPIA95	AT3TE59005		3	14388173	14389883	+	1711	0	0	0	0						False	NS
AT3TE59010	ATHILA0_I	AT3TE59010		3	14389884	14389905	+	22	0	0	0	0						False	NS
AT3TE59015	ATHILA3	AT3TE59015		3	14389906	14395113	+	5208	0	2.33333333333333	1.16666666666667	2.50250034052918						False	NS
AT3TE59020	ATHILA3	AT3TE59020		3	14393371	14393423	+	53	0	0	0	0						False	NS
AT3TE59025	ATHILA0_I	AT3TE59025		3	14395168	14395471	+	304	0	0	0	0						False	NS
AT3TE59030	ARNOLD1	AT3TE59030		3	14395789	14395851	-	63	0	0	0	0						False	NS
AT3TE59035	ARNOLDY2	AT3TE59035		3	14395852	14395878	+	27	0	0	0	0						False	NS
AT3TE59040	ARNOLDY2	AT3TE59040		3	14395879	14397174	+	1296	0	1	0.5	1.58496250072116						False	NS
AT3TE59045	ATDNA12T3_2	AT3TE59045		3	14397191	14398347	+	1157	0	0	0	0						False	NS
AT3TE59050	ATREP11	AT3TE59050		3	14398351	14398429	-	79	0	0	0	0						False	NS
AT3TE59055	ATREP10D	AT3TE59055		3	14398430	14398846	+	417	0	0	0	0						False	NS
AT3TE59060	ATREP1	AT3TE59060		3	14398847	14400688	-	1842	0	0	0	0						False	NS
AT3TE59065	ATREP3	AT3TE59065		3	14400689	14401079	-	391	0	0	0	0						False	NS
AT3TE59070	ATCOPIA17	AT3TE59070		3	14401080	14401172	+	93	0	0	0	0						False	NS
AT3TE59075	ATCOPIA78	AT3TE59075		3	14401221	14403652	+	2432	0	7.5	3.75	4						False	NS
AT3TE59080	ATCOPIA78	AT3TE59080		3	14403653	14403946	+	294	0	16.1666666666667	8.08333333333333	5.05889368905357	5.27025691816559	0.249177771928816	21.150590108299	1.82011373813451e-07	1.38552861007993e-06	True	Up
AT3TE59085	ATHILA6B	AT3TE59085		3	14403947	14404848	-	902	0	68.8333333333333	34.4166666666667	7.11547721741994	7.33121213555636	0.164445954745901	44.5812859725521	1.17410040098182e-09	3.91553165470286e-08	True	Up
AT3TE59090	ROMANIAT5	AT3TE59090		3	14405985	14406013	+	29	0	2.16666666666667	1.08333333333333	2.41503749927884						False	NS
AT3TE59095	ATHILA2	AT3TE59095		3	14406014	14406701	+	688	0	6	3	3.70043971814109						False	NS
AT3TE59100	ATHILA2	AT3TE59100		3	14406702	14416566	+	9865	0	17.1666666666667	8.58333333333333	5.14295795384204						False	NS
AT3TE59105	ATHILA6A	AT3TE59105		3	14409644	14411463	+	1820	0	3.5	1.75	3						False	NS
AT3TE59130	ATREP15	AT3TE59130		3	14417950	14418084	+	135	0	0	0	0						False	NS
AT3TE59135	ATREP5	AT3TE59135		3	14418085	14418973	+	889	0	0	0	0						False	NS
AT3TE59140	ATREP1	AT3TE59140		3	14418974	14419111	+	138	0	0	0	0						False	NS
AT3TE59145	ATHILA	AT3TE59145		3	14419638	14420107	-	470	0	0	0	0						False	NS
AT3TE59150	ATHILA6B	AT3TE59150		3	14420108	14420137	-	30	0	0	0	0						False	NS
AT3TE59155	ATHILA2	AT3TE59155		3	14420138	14428582	-	8445	0	4.16666666666667	2.08333333333333	3.22239242133645						False	NS
AT3TE59160	ATHILA2	AT3TE59160		3	14425185	14425408	-	224	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT3TE59170	ATHILA6A	AT3TE59170		3	14428583	14436930	-	8348	0	0	0	0						False	NS
