Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_04920	Strict non-ONSEN TE background	1068	0.9	0	0
BG_LTR_like_04925	Strict non-ONSEN TE background	878	0.9	2	2.27790432801822
BG_LTR_like_04926	Strict non-ONSEN TE background	746	0.9	1	1.34048257372654
BG_LTR_like_04929	Strict non-ONSEN TE background	622	0.9	0	0
BG_LTR_like_04930	Strict non-ONSEN TE background	308	0.9	0	0
BG_LTR_like_04931	Strict non-ONSEN TE background	370	0.9	0	0
BG_LTR_like_04932	Strict non-ONSEN TE background	1912	0.9	1	0.523012552301255
BG_LTR_like_04933	Strict non-ONSEN TE background	1595	0.9	1	0.626959247648903
BG_LTR_like_04934	Strict non-ONSEN TE background	1600	0.9	3	1.875
BG_LTR_like_04937	Strict non-ONSEN TE background	1620	0.9	3	1.85185185185185
BG_LTR_like_04938	Strict non-ONSEN TE background	242	0.9	3	12.396694214876
BG_LTR_like_04939	Strict non-ONSEN TE background	1240	0.9	2	1.61290322580645
BG_LTR_like_04940	Strict non-ONSEN TE background	996	0.9	1	1.00401606425703
BG_LTR_like_04943	Strict non-ONSEN TE background	397	0.9	0	0
BG_LTR_like_04944	Strict non-ONSEN TE background	668	0.9	0	0
BG_LTR_like_04945	Strict non-ONSEN TE background	1601	0.9	0	0
BG_LTR_like_04946	Strict non-ONSEN TE background	1117	0.9	0	0
BG_LTR_like_04947	Strict non-ONSEN TE background	464	0.9	0	0
BG_LTR_like_04948	Strict non-ONSEN TE background	1029	0.9	2	1.94363459669582
BG_LTR_like_04949	Strict non-ONSEN TE background	1050	0.9	1	0.952380952380952
BG_LTR_like_04952	Strict non-ONSEN TE background	1807	0.9	1	0.553403431101273
BG_LTR_like_04953	Strict non-ONSEN TE background	1620	0.9	1	0.617283950617284
BG_LTR_like_04956	Strict non-ONSEN TE background	1512	0.9	3	1.98412698412698
BG_LTR_like_04957	Strict non-ONSEN TE background	275	0.9	0	0
BG_LTR_like_04958	Strict non-ONSEN TE background	560	0.9	4	7.14285714285714
BG_LTR_like_04959	Strict non-ONSEN TE background	322	0.9	0	0
BG_LTR_like_04960	Strict non-ONSEN TE background	888	0.9	1	1.12612612612613
BG_LTR_like_04961	Strict non-ONSEN TE background	247	0.9	1	4.04858299595142
BG_LTR_like_04962	Strict non-ONSEN TE background	200	0.9	0	0
BG_LTR_like_04963	Strict non-ONSEN TE background	1786	0.9	1	0.559910414333707
BG_LTR_like_04964	Strict non-ONSEN TE background	1615	0.9	3	1.85758513931889
BG_LTR_like_04965	Strict non-ONSEN TE background	692	0.9	3	4.33526011560694
BG_LTR_like_04966	Strict non-ONSEN TE background	1658	0.9	4	2.41254523522316
BG_LTR_like_04967	Strict non-ONSEN TE background	1754	0.9	7	3.99087799315849
BG_LTR_like_04972	Strict non-ONSEN TE background	1802	0.9	3	1.66481687014428
BG_LTR_like_04973	Strict non-ONSEN TE background	1740	0.9	0	0
BG_LTR_like_04974	Strict non-ONSEN TE background	1254	0.9	0	0
BG_LTR_like_04975	Strict non-ONSEN TE background	1078	0.9	4	3.71057513914657
BG_LTR_like_04976	Strict non-ONSEN TE background	1273	0.9	2	1.57109190887667
BG_LTR_like_04977	Strict non-ONSEN TE background	523	0.9	5	9.56022944550669
BG_LTR_like_04978	Strict non-ONSEN TE background	1303	0.9	0	0
BG_LTR_like_04979	Strict non-ONSEN TE background	244	0.9	1	4.0983606557377
BG_LTR_like_04980	Strict non-ONSEN TE background	307	0.9	0	0
BG_LTR_like_04981	Strict non-ONSEN TE background	780	0.9	0	0
BG_LTR_like_04982	Strict non-ONSEN TE background	644	0.9	0	0
BG_LTR_like_04983	Strict non-ONSEN TE background	320	0.9	0	0
BG_LTR_like_04984	Strict non-ONSEN TE background	437	0.9	0	0
BG_LTR_like_04985	Strict non-ONSEN TE background	923	0.9	6	6.50054171180932
BG_LTR_like_04986	Strict non-ONSEN TE background	1823	0.9	0	0
BG_LTR_like_04989	Strict non-ONSEN TE background	1796	0.9	1	0.556792873051225
BG_LTR_like_04990	Strict non-ONSEN TE background	951	0.9	5	5.25762355415352
BG_LTR_like_04993	Strict non-ONSEN TE background	621	0.9	0	0
BG_LTR_like_04994	Strict non-ONSEN TE background	1697	0.9	3	1.76782557454331
BG_LTR_like_04995	Strict non-ONSEN TE background	763	0.9	1	1.31061598951507
BG_LTR_like_05028	Strict non-ONSEN TE background	1177	0.9	2	1.69923534409516
BG_LTR_like_05029	Strict non-ONSEN TE background	1227	0.9	3	2.44498777506112
BG_LTR_like_05030	Strict non-ONSEN TE background	1514	0.9	1	0.660501981505945
BG_LTR_like_05033	Strict non-ONSEN TE background	1739	0.9	1	0.575043128234618
BG_LTR_like_05038	Strict non-ONSEN TE background	635	0.9	0	0
BG_LTR_like_05039	Strict non-ONSEN TE background	435	0.9	2	4.59770114942529
BG_LTR_like_05042	Strict non-ONSEN TE background	1479	0.9	8	5.40906017579446
BG_LTR_like_05045	Strict non-ONSEN TE background	552	0.9	0	0
BG_LTR_like_05048	Strict non-ONSEN TE background	1865	0.9	2	1.07238605898123
BG_LTR_like_05049	Strict non-ONSEN TE background	1072	0.9	2	1.86567164179104
BG_LTR_like_05050	Strict non-ONSEN TE background	793	0.9	0	0
BG_LTR_like_05051	Strict non-ONSEN TE background	440	0.9	0	0
BG_LTR_like_05052	Strict non-ONSEN TE background	929	0.9	4	4.30570505920344
BG_LTR_like_05053	Strict non-ONSEN TE background	357	0.9	0	0
BG_LTR_like_05054	Strict non-ONSEN TE background	1841	0.9	6	3.25909831613254
BG_LTR_like_05057	Strict non-ONSEN TE background	1678	0.9	7	4.17163289630513
BG_LTR_like_05058	Strict non-ONSEN TE background	1208	0.9	1	0.827814569536424
BG_LTR_like_05059	Strict non-ONSEN TE background	602	0.9	0	0
BG_LTR_like_05060	Strict non-ONSEN TE background	1579	0.9	3	1.89993666877771
BG_LTR_like_05061	Strict non-ONSEN TE background	257	0.9	0	0
BG_LTR_like_05062	Strict non-ONSEN TE background	636	0.9	5	7.86163522012579
BG_LTR_like_05063	Strict non-ONSEN TE background	354	0.9	0	0
BG_LTR_like_05064	Strict non-ONSEN TE background	902	0.9	1	1.10864745011086
BG_LTR_like_05065	Strict non-ONSEN TE background	477	0.9	0	0
BG_LTR_like_05066	Strict non-ONSEN TE background	302	0.9	0	0
BG_LTR_like_05067	Strict non-ONSEN TE background	1172	0.9	6	5.11945392491468
BG_LTR_like_05068	Strict non-ONSEN TE background	227	0.9	0	0
BG_LTR_like_05069	Strict non-ONSEN TE background	618	0.9	0	0
BG_LTR_like_05070	Strict non-ONSEN TE background	200	0.9	0	0
BG_LTR_like_05071	Strict non-ONSEN TE background	1291	0.9	3	2.32378001549187
BG_LTR_like_05072	Strict non-ONSEN TE background	1157	0.9	0	0
BG_LTR_like_05073	Strict non-ONSEN TE background	1228	0.9	2	1.62866449511401
BG_LTR_like_05074	Strict non-ONSEN TE background	304	0.9	0	0
BG_LTR_like_05075	Strict non-ONSEN TE background	286	0.9	2	6.99300699300699
BG_LTR_like_05076	Strict non-ONSEN TE background	1185	0.9	5	4.21940928270042
BG_LTR_like_05077	Strict non-ONSEN TE background	1482	0.9	8	5.39811066126856
BG_LTR_like_05078	Strict non-ONSEN TE background	231	0.9	0	0
BG_LTR_like_05079	Strict non-ONSEN TE background	1241	0.9	0	0
BG_LTR_like_05080	Strict non-ONSEN TE background	201	0.9	0	0
BG_LTR_like_05081	Strict non-ONSEN TE background	1372	0.9	1	0.728862973760933
BG_LTR_like_05082	Strict non-ONSEN TE background	741	0.9	1	1.34952766531714
BG_LTR_like_05085	Strict non-ONSEN TE background	1517	0.9	12	7.91034937376401
BG_LTR_like_05086	Strict non-ONSEN TE background	424	0.9	1	2.35849056603774
BG_LTR_like_05087	Strict non-ONSEN TE background	1632	0.9	8	4.90196078431373
BG_LTR_like_05090	Strict non-ONSEN TE background	339	0.9	4	11.7994100294985
BG_LTR_like_05091	Strict non-ONSEN TE background	259	0.9	0	0
BG_LTR_like_05092	Strict non-ONSEN TE background	295	0.9	2	6.77966101694915
BG_LTR_like_05095	Strict non-ONSEN TE background	1674	0.9	0	0
BG_LTR_like_05096	Strict non-ONSEN TE background	310	0.9	0	0
BG_LTR_like_05099	Strict non-ONSEN TE background	261	0.9	1	3.83141762452107
BG_LTR_like_05100	Strict non-ONSEN TE background	211	0.9	0	0
BG_LTR_like_05101	Strict non-ONSEN TE background	1379	0.9	1	0.725163161711385
BG_LTR_like_05102	Strict non-ONSEN TE background	1008	0.9	0	0
BG_LTR_like_05103	Strict non-ONSEN TE background	1198	0.9	1	0.834724540901502
BG_LTR_like_05104	Strict non-ONSEN TE background	262	0.9	0	0
BG_LTR_like_05105	Strict non-ONSEN TE background	1059	0.9	1	0.944287063267233
BG_LTR_like_05106	Strict non-ONSEN TE background	531	0.9	3	5.64971751412429
BG_LTR_like_05107	Strict non-ONSEN TE background	784	0.9	1	1.27551020408163
BG_LTR_like_05108	Strict non-ONSEN TE background	218	0.9	0	0
BG_LTR_like_05111	Strict non-ONSEN TE background	1198	0.9	0	0
BG_LTR_like_05114	Strict non-ONSEN TE background	234	0.9	0	0
BG_LTR_like_05115	Strict non-ONSEN TE background	483	0.9	0	0
BG_LTR_like_05116	Strict non-ONSEN TE background	1352	0.9	2	1.4792899408284
BG_LTR_like_05119	Strict non-ONSEN TE background	1628	0.9	1	0.614250614250614
BG_LTR_like_05120	Strict non-ONSEN TE background	1278	0.9	1	0.782472613458529
BG_LTR_like_05121	Strict non-ONSEN TE background	269	0.9	0	0
BG_LTR_like_05122	Strict non-ONSEN TE background	483	0.9	1	2.0703933747412
BG_LTR_like_05123	Strict non-ONSEN TE background	1712	0.9	1	0.58411214953271
BG_LTR_like_05124	Strict non-ONSEN TE background	1236	0.9	6	4.85436893203883
BG_LTR_like_05125	Strict non-ONSEN TE background	276	0.9	0	0
BG_LTR_like_05126	Strict non-ONSEN TE background	354	0.9	0	0
BG_LTR_like_05127	Strict non-ONSEN TE background	253	0.9	0	0
BG_LTR_like_05128	Strict non-ONSEN TE background	1368	0.9	1	0.730994152046784
BG_LTR_like_05129	Strict non-ONSEN TE background	446	0.9	0	0
BG_LTR_like_05130	Strict non-ONSEN TE background	948	0.9	1	1.05485232067511
BG_LTR_like_05131	Strict non-ONSEN TE background	446	0.9	0	0
BG_LTR_like_05132	Strict non-ONSEN TE background	1627	0.9	5	3.07314074984634
BG_LTR_like_05135	Strict non-ONSEN TE background	1925	0.9	6	3.11688311688312
BG_LTR_like_05136	Strict non-ONSEN TE background	912	0.9	0	0
BG_LTR_like_05137	Strict non-ONSEN TE background	1323	0.9	3	2.26757369614512
BG_LTR_like_05140	Strict non-ONSEN TE background	752	0.9	1	1.32978723404255
BG_LTR_like_05141	Strict non-ONSEN TE background	411	0.9	0	0
BG_LTR_like_05144	Strict non-ONSEN TE background	1611	0.9	4	2.48292985723153
BG_LTR_like_05145	Strict non-ONSEN TE background	1211	0.9	0	0
BG_LTR_like_05146	Strict non-ONSEN TE background	1176	0.9	3	2.55102040816327
BG_LTR_like_05149	Strict non-ONSEN TE background	1335	0.9	5	3.74531835205993
BG_LTR_like_05154	Strict non-ONSEN TE background	1922	0.9	6	3.12174817898023
BG_LTR_like_05155	Strict non-ONSEN TE background	1696	0.9	3	1.7688679245283
BG_LTR_like_05168	Strict non-ONSEN TE background	430	0.9	2	4.65116279069767
BG_LTR_like_05169	Strict non-ONSEN TE background	618	0.9	1	1.61812297734628
BG_LTR_like_05186	Strict non-ONSEN TE background	308	0.9	0	0
BG_LTR_like_05187	Strict non-ONSEN TE background	1810	0.9	0	0
BG_LTR_like_05188	Strict non-ONSEN TE background	254	0.9	0	0
BG_LTR_like_05189	Strict non-ONSEN TE background	301	0.9	1	3.32225913621262
BG_LTR_like_05206	Strict non-ONSEN TE background	494	0.9	1	2.02429149797571
BG_LTR_like_05207	Strict non-ONSEN TE background	426	0.9	0	0
BG_LTR_like_05208	Strict non-ONSEN TE background	453	0.9	0	0
BG_LTR_like_05211	Strict non-ONSEN TE background	1990	0.9	2	1.00502512562814
BG_LTR_like_05212	Strict non-ONSEN TE background	541	0.9	6	11.090573012939
BG_LTR_like_05213	Strict non-ONSEN TE background	1239	0.9	5	4.03551251008878
BG_LTR_like_05214	Strict non-ONSEN TE background	984	0.9	13	13.2113821138211
BG_LTR_like_05217	Strict non-ONSEN TE background	1742	0.9	3	1.72215843857635
BG_LTR_like_05220	Strict non-ONSEN TE background	1922	0.9	5	2.60145681581686
BG_LTR_like_05223	Strict non-ONSEN TE background	473	0.9	0	0
BG_LTR_like_05224	Strict non-ONSEN TE background	508	0.9	0	0
BG_LTR_like_05225	Strict non-ONSEN TE background	951	0.9	9	9.46372239747634
BG_LTR_like_05226	Strict non-ONSEN TE background	1308	0.9	0	0
BG_LTR_like_05227	Strict non-ONSEN TE background	1133	0.9	3	2.64783759929391
BG_LTR_like_05228	Strict non-ONSEN TE background	419	0.9	1	2.38663484486874
BG_LTR_like_05229	Strict non-ONSEN TE background	389	0.9	0	0
BG_LTR_like_05232	Strict non-ONSEN TE background	726	0.9	0	0
BG_LTR_like_05233	Strict non-ONSEN TE background	323	0.9	0	0
BG_LTR_like_05236	Strict non-ONSEN TE background	619	0.9	1	1.61550888529887
BG_LTR_like_05237	Strict non-ONSEN TE background	845	0.9	3	3.55029585798817
BG_LTR_like_05238	Strict non-ONSEN TE background	286	0.9	0	0
BG_LTR_like_05241	Strict non-ONSEN TE background	1399	0.9	2	1.42959256611866
BG_LTR_like_05242	Strict non-ONSEN TE background	1549	0.9	7	4.51904454486766
BG_LTR_like_05244	Strict non-ONSEN TE background	1625	0.9	5	3.07692307692308
BG_LTR_like_05245	Strict non-ONSEN TE background	267	0.9	0	0
BG_LTR_like_05246	Strict non-ONSEN TE background	1155	0.9	4	3.46320346320346
BG_LTR_like_05247	Strict non-ONSEN TE background	481	0.9	0	0
BG_LTR_like_05248	Strict non-ONSEN TE background	339	0.9	2	5.89970501474926
BG_LTR_like_05249	Strict non-ONSEN TE background	334	0.9	0	0
BG_LTR_like_05250	Strict non-ONSEN TE background	317	0.9	0	0
BG_LTR_like_05251	Strict non-ONSEN TE background	330	0.9	4	12.1212121212121
BG_LTR_like_05287	Strict non-ONSEN TE background	323	0.9	1	3.09597523219814
BG_LTR_like_05290	Strict non-ONSEN TE background	234	0.9	0	0
BG_LTR_like_05295	Strict non-ONSEN TE background	221	0.9	0	0
BG_LTR_like_05301	Strict non-ONSEN TE background	353	0.9	4	11.3314447592068
BG_LTR_like_05318	Strict non-ONSEN TE background	960	0.9	0	0
BG_LTR_like_05347	Strict non-ONSEN TE background	773	0.9	4	5.17464424320828
BG_LTR_like_05367	Strict non-ONSEN TE background	248	0.9	0	0
BG_LTR_like_05442	Strict non-ONSEN TE background	260	0.9	3	11.5384615384615
BG_LTR_like_05473	Strict non-ONSEN TE background	280	0.9	6	21.4285714285714
BG_LTR_like_05478	Strict non-ONSEN TE background	368	0.9	0	0
BG_LTR_like_05494	Strict non-ONSEN TE background	426	0.9	0	0
BG_LTR_like_05495	Strict non-ONSEN TE background	278	0.9	0	0
BG_LTR_like_05525	Strict non-ONSEN TE background	228	0.9	0	0
BG_LTR_like_05526	Strict non-ONSEN TE background	1554	0.9	0	0
BG_LTR_like_05575	Strict non-ONSEN TE background	260	0.9	2	7.69230769230769
BG_LTR_like_05592	Strict non-ONSEN TE background	351	0.9	0	0
BG_LTR_like_05596	Strict non-ONSEN TE background	381	0.9	0	0
BG_LTR_like_05628	Strict non-ONSEN TE background	578	0.9	0	0
BG_LTR_like_05644	Strict non-ONSEN TE background	349	0.9	0	0
BG_LTR_like_05689	Strict non-ONSEN TE background	352	0.9	0	0
BG_LTR_like_05740	Strict non-ONSEN TE background	550	0.9	2	3.63636363636364
BG_LTR_like_05741	Strict non-ONSEN TE background	407	0.9	0	0
BG_LTR_like_05757	Strict non-ONSEN TE background	352	0.9	0	0
BG_LTR_like_05758	Strict non-ONSEN TE background	350	0.9	2	5.71428571428571
BG_LTR_like_05771	Strict non-ONSEN TE background	891	0.9	1	1.12233445566779
BG_LTR_like_05793	Strict non-ONSEN TE background	216	0.9	0	0
BG_LTR_like_05794	Strict non-ONSEN TE background	269	0.9	0	0
BG_LTR_like_05802	Strict non-ONSEN TE background	523	0.9	8	15.2963671128107
BG_LTR_like_05803	Strict non-ONSEN TE background	660	0.9	6	9.09090909090909
BG_LTR_like_05832	Strict non-ONSEN TE background	475	0.9	0	0
BG_LTR_like_05833	Strict non-ONSEN TE background	1230	0.9	3	2.4390243902439
BG_LTR_like_05844	Strict non-ONSEN TE background	333	0.9	0	0
BG_LTR_like_05859	Strict non-ONSEN TE background	296	0.9	0	0
BG_LTR_like_05873	Strict non-ONSEN TE background	211	0.9	0	0
BG_LTR_like_05874	Strict non-ONSEN TE background	279	0.9	4	14.336917562724
BG_LTR_like_05903	Strict non-ONSEN TE background	449	0.9	0	0
BG_LTR_like_06037	Strict non-ONSEN TE background	265	0.9	0	0
BG_LTR_like_06081	Strict non-ONSEN TE background	281	0.9	1	3.55871886120996
BG_LTR_like_06117	Strict non-ONSEN TE background	355	0.9	0	0
BG_LTR_like_06118	Strict non-ONSEN TE background	467	0.9	1	2.14132762312634
BG_LTR_like_06150	Strict non-ONSEN TE background	510	0.9	0	0
BG_LTR_like_06169	Strict non-ONSEN TE background	393	0.9	0	0
BG_LTR_like_06193	Strict non-ONSEN TE background	228	0.9	0	0
BG_LTR_like_06241	Strict non-ONSEN TE background	224	0.9	0	0
BG_LTR_like_06242	Strict non-ONSEN TE background	430	0.9	0	0
BG_LTR_like_06243	Strict non-ONSEN TE background	268	0.9	0	0
BG_LTR_like_06244	Strict non-ONSEN TE background	768	0.9	1	1.30208333333333
BG_LTR_like_06247	Strict non-ONSEN TE background	805	0.9	0	0
BG_LTR_like_06295	Strict non-ONSEN TE background	243	0.9	0	0
BG_LTR_like_06337	Strict non-ONSEN TE background	266	0.9	0	0
BG_LTR_like_06396	Strict non-ONSEN TE background	541	0.9	0	0
BG_LTR_like_06461	Strict non-ONSEN TE background	306	0.9	1	3.26797385620915
BG_LTR_like_06470	Strict non-ONSEN TE background	799	0.9	3	3.75469336670839
BG_LTR_like_06662	Strict non-ONSEN TE background	231	0.9	0	0
BG_LTR_like_06719	Strict non-ONSEN TE background	246	0.9	0	0
BG_LTR_like_06875	Strict non-ONSEN TE background	202	0.9	1	4.95049504950495
BG_LTR_like_06959	Strict non-ONSEN TE background	1838	0.9	2	1.08813928182807
BG_LTR_like_07118	Strict non-ONSEN TE background	212	0.9	0	0
BG_LTR_like_07177	Strict non-ONSEN TE background	886	0.9	0	0
BG_LTR_like_07376	Strict non-ONSEN TE background	204	0.9	0	0
BG_LTR_like_07397	Strict non-ONSEN TE background	302	0.9	0	0
BG_LTR_like_07602	Strict non-ONSEN TE background	314	0.9	0	0
BG_LTR_like_07841	Strict non-ONSEN TE background	290	0.9	0	0
BG_LTR_like_07848	Strict non-ONSEN TE background	1111	0.9	1	0.9000900090009
BG_LTR_like_08022	Strict non-ONSEN TE background	330	0.9	0	0
BG_LTR_like_08064	Strict non-ONSEN TE background	276	0.9	0	0
BG_LTR_like_08118	Strict non-ONSEN TE background	225	0.9	0	0
BG_LTR_like_08149	Strict non-ONSEN TE background	252	0.9	0	0
BG_LTR_like_08150	Strict non-ONSEN TE background	294	0.9	0	0
BG_LTR_like_08191	Strict non-ONSEN TE background	310	0.9	0	0
BG_LTR_like_08208	Strict non-ONSEN TE background	318	0.9	1	3.14465408805031
BG_LTR_like_08244	Strict non-ONSEN TE background	234	0.9	0	0
BG_LTR_like_08245	Strict non-ONSEN TE background	234	0.9	0	0
BG_LTR_like_08246	Strict non-ONSEN TE background	203	0.9	2	9.85221674876847
BG_LTR_like_08256	Strict non-ONSEN TE background	393	0.9	0	0
BG_LTR_like_08268	Strict non-ONSEN TE background	371	0.9	6	16.1725067385445
BG_LTR_like_08328	Strict non-ONSEN TE background	270	0.9	0	0
BG_LTR_like_08329	Strict non-ONSEN TE background	522	0.9	0	0
BG_LTR_like_08341	Strict non-ONSEN TE background	235	0.9	0	0
BG_LTR_like_08346	Strict non-ONSEN TE background	350	0.9	0	0
BG_LTR_like_08355	Strict non-ONSEN TE background	925	0.9	0	0
BG_LTR_like_08370	Strict non-ONSEN TE background	212	0.9	0	0
BG_LTR_like_08371	Strict non-ONSEN TE background	392	0.9	0	0
BG_LTR_like_08396	Strict non-ONSEN TE background	658	0.9	0	0
BG_LTR_like_08417	Strict non-ONSEN TE background	206	0.9	0	0
BG_LTR_like_08418	Strict non-ONSEN TE background	486	0.9	0	0
BG_LTR_like_08419	Strict non-ONSEN TE background	1216	0.9	10	8.22368421052632
BG_LTR_like_08460	Strict non-ONSEN TE background	252	0.9	0	0
BG_LTR_like_08461	Strict non-ONSEN TE background	347	0.9	1	2.88184438040346
BG_LTR_like_08462	Strict non-ONSEN TE background	576	0.9	2	3.47222222222222
BG_LTR_like_08465	Strict non-ONSEN TE background	385	0.9	0	0
BG_LTR_like_08530	Strict non-ONSEN TE background	268	0.9	0	0
BG_LTR_like_08531	Strict non-ONSEN TE background	219	0.9	1	4.5662100456621
BG_LTR_like_08548	Strict non-ONSEN TE background	1206	0.9	6	4.97512437810945
BG_LTR_like_08558	Strict non-ONSEN TE background	373	0.9	0	0
BG_LTR_like_08587	Strict non-ONSEN TE background	342	0.9	0	0
BG_LTR_like_08588	Strict non-ONSEN TE background	1594	0.9	4	2.50941028858218
BG_LTR_like_08589	Strict non-ONSEN TE background	345	0.9	0	0
BG_LTR_like_08590	Strict non-ONSEN TE background	592	0.9	3	5.06756756756757
BG_LTR_like_08597	Strict non-ONSEN TE background	280	0.9	0	0
BG_LTR_like_08598	Strict non-ONSEN TE background	676	0.9	4	5.91715976331361
BG_LTR_like_08599	Strict non-ONSEN TE background	381	0.9	0	0
BG_LTR_like_08600	Strict non-ONSEN TE background	230	0.9	0	0
BG_LTR_like_08601	Strict non-ONSEN TE background	280	0.9	0	0
BG_LTR_like_08602	Strict non-ONSEN TE background	459	0.9	2	4.35729847494553
BG_LTR_like_08603	Strict non-ONSEN TE background	239	0.9	0	0
BG_LTR_like_08604	Strict non-ONSEN TE background	877	0.9	1	1.14025085518814
BG_LTR_like_08607	Strict non-ONSEN TE background	886	0.9	1	1.12866817155756
BG_LTR_like_08625	Strict non-ONSEN TE background	212	0.9	0	0
BG_LTR_like_08638	Strict non-ONSEN TE background	786	0.9	1	1.27226463104326
BG_LTR_like_08639	Strict non-ONSEN TE background	247	0.9	1	4.04858299595142
BG_LTR_like_08654	Strict non-ONSEN TE background	1935	0.9	5	2.58397932816537
BG_LTR_like_08657	Strict non-ONSEN TE background	439	0.9	0	0
BG_LTR_like_08658	Strict non-ONSEN TE background	304	0.9	0	0
BG_LTR_like_08659	Strict non-ONSEN TE background	1119	0.9	5	4.46827524575514
BG_LTR_like_08660	Strict non-ONSEN TE background	535	0.9	2	3.73831775700935
BG_LTR_like_08661	Strict non-ONSEN TE background	323	0.9	2	6.19195046439628
BG_LTR_like_08662	Strict non-ONSEN TE background	969	0.9	2	2.0639834881321
BG_LTR_like_08663	Strict non-ONSEN TE background	1100	0.9	0	0
BG_LTR_like_08692	Strict non-ONSEN TE background	1663	0.9	9	5.41190619362598
BG_LTR_like_08699	Strict non-ONSEN TE background	646	0.9	4	6.19195046439628
